qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
7838,1003,845,3,35,19,01:41.3,,
7839,1003,840,3,18,20,01:41.3,,
7840,1004,822,131,77,1,01:33.0,01:32.7,01:31.4
7841,1004,1,131,44,2,01:32.4,01:32.6,01:31.5
7842,1004,20,6,5,3,01:33.5,01:33.0,01:31.9
7843,1004,8,6,7,4,01:33.3,01:33.1,01:32.2
7844,1004,825,210,20,5,01:34.1,01:33.7,01:33.2
7845,1004,839,10,31,6,01:34.3,01:33.6,01:33.4
7846,1004,844,15,16,7,01:33.9,01:33.5,01:33.4
7847,1004,815,10,11,8,01:34.1,01:33.9,01:33.6
7848,1004,154,210,8,9,01:34.0,01:33.5,01:33.7
7849,1004,828,15,9,10,01:34.2,01:34.0,01:35.2
7850,1004,830,9,33,11,01:33.0,\N,\N
7851,1004,817,9,3,12,01:33.2,\N,\N
7852,1004,842,5,10,13,01:34.4,\N,\N
7853,1004,832,4,55,14,01:34.6,\N,\N
7854,1004,807,4,27,15,01:34.7,\N,\N
7855,1004,843,5,28,16,01:35.0,\N,\N
7856,1004,4,1,14,17,01:35.5,\N,\N
7857,1004,845,3,35,18,01:35.6,\N,\N
7858,1004,838,1,2,19,01:36.0,\N,\N
7859,1004,840,3,28,20,01:36.4,\N,\N
7860,1005,1,131,44,1,01:28.7,01:28.0,01:27.8
7861,1005,822,131,77,2,01:29.3,01:28.0,01:28.1
7862,1005,830,9,33,3,01:29.5,01:28.8,01:29.1
7863,1005,8,6,7,4,01:29.6,01:28.6,01:29.5
7864,1005,154,210,8,5,01:29.7,01:29.7,01:29.8
7865,1005,843,5,28,6,01:30.2,01:29.8,01:30.0
7866,1005,842,5,10,7,01:30.1,01:29.8,01:30.1
7867,1005,839,10,31,8,01:29.9,01:29.5,01:30.1
7868,1005,20,6,5,9,01:29.0,01:28.3,01:32.2
7869,1005,815,10,11,10,01:30.2,01:29.6,01:37.2
7870,1005,844,15,16,11,01:29.7,01:29.9,
7871,1005,825,210,20,12,01:30.2,01:30.2,
7872,1005,832,4,55,13,01:30.2,01:30.5,
7873,1005,840,3,18,14,01:30.3,01:30.7,
7874,1005,817,9,3,15,01:29.8,,
7875,1005,807,4,27,16,01:30.4,,
7876,1005,845,3,35,17,01:30.4,,
7877,1005,4,1,14,18,01:30.6,,
7878,1005,838,1,2,19,01:31.0,,
7879,1005,828,15,9,20,01:31.2,,
7880,1006,1,131,44,1,01:34.1,01:33.5,01:32.2
7881,1006,20,6,5,2,01:34.6,01:33.1,01:32.3
7882,1006,8,6,7,3,01:34.7,01:32.9,01:32.3
7883,1006,822,131,77,4,01:34.5,01:33.7,01:32.6
7884,1006,817,9,3,5,01:34.8,01:34.2,01:33.5
7885,1006,839,10,31,6,01:34.9,01:34.5,01:34.1
7886,1006,807,4,27,7,01:34.9,01:34.6,01:34.2
7887,1006,154,210,8,8,01:34.9,01:34.4,01:34.3
7888,1006,844,15,16,9,01:35.1,01:34.3,01:34.4
7889,1006,815,10,11,10,01:35.2,01:34.5,01:34.6
7890,1006,832,4,55,11,01:34.9,01:34.6,\N
7891,1006,825,210,20,12,01:35.0,01:34.7,\N
7892,1006,842,5,10,13,01:34.9,\N,\N
7893,1006,843,5,28,14,01:35.2,\N,\N
7894,1006,830,9,33,15,01:34.8,\N,\N
7895,1006,4,1,14,16,01:35.3,\N,\N
7896,1006,845,3,35,17,01:35.4,\N,\N
7897,1006,840,3,18,18,01:35.5,\N,\N
7898,1006,828,15,9,19,01:35.5,\N,\N
7899,1006,838,1,2,20,01:35.7,\N,\N
7900,1007,817,9,3,1,01:15.9,01:15.8,01:14.8
7901,1007,830,9,33,2,01:15.8,01:15.6,01:14.8
7902,1007,1,131,44,3,01:15.7,01:15.6,01:14.9
7903,1007,20,6,5,4,01:16.1,01:15.7,01:15.0
7904,1007,822,131,77,5,01:15.6,01:15.9,01:15.2
7905,1007,8,6,7,6,01:16.4,01:16.0,01:15.3
7906,1007,807,4,27,7,01:16.5,01:16.1,01:15.8
7907,1007,832,4,55,8,01:16.8,01:16.2,01:16.1
7908,1007,844,15,16,9,01:16.9,01:16.3,01:16.2
7909,1007,828,15,9,10,01:16.7,01:16.6,01:16.5
7910,1007,839,10,31,11,01:16.3,01:16.8,
7911,1007,815,10,11,13,01:16.2,01:17.2,
7912,1007,843,5,28,14,01:16.7,01:17.2,
7913,1007,842,5,10,15,01:16.8,,
7914,1007,154,210,8,16,01:16.9,,
7915,1007,838,1,2,17,01:17.0,,
7916,1007,825,210,20,18,01:17.6,,
7917,1007,840,3,18,19,01:17.7,,
7918,1007,845,3,35,20,01:17.9,,
7919,1007,4,1,14,12,01:16.9,01:16.9,
7920,1008,1,131,44,1,01:08.5,01:07.8,01:07.3
7921,1008,20,6,5,2,01:08.5,01:07.8,01:07.4
7922,1008,822,131,77,3,01:08.5,01:07.7,01:07.4
7923,1008,8,6,7,4,01:08.5,01:08.0,01:07.5
7924,1008,830,9,33,5,01:08.2,01:08.0,01:07.8
7925,1008,817,9,3,6,01:08.5,01:08.1,01:07.8
7926,1008,828,15,9,7,01:08.8,01:08.6,01:08.3
7927,1008,844,15,16,8,01:08.7,01:08.3,01:08.5
7928,1008,154,210,8,9,01:08.7,01:08.2,01:08.5
7929,1008,842,5,10,10,01:09.0,01:08.6,01:09.0
7930,1008,825,210,20,11,01:08.5,01:08.7,\N
7931,1008,815,10,11,12,01:09.2,01:08.7,\N
7932,1008,839,10,31,13,01:09.3,01:08.8,\N
7933,1008,807,4,27,14,01:09.0,01:08.8,\N
7934,1008,845,3,35,15,01:09.3,01:10.4,\N
7935,1008,832,4,55,16,01:09.3,\N,\N
7936,1008,843,5,28,17,01:09.3,\N,\N
7937,1008,4,1,14,18,01:09.4,\N,\N
7938,1008,840,3,18,19,01:09.4,\N,\N
7939,1008,838,1,2,20,01:09.6,\N,\N
7940,1009,1,131,44,1,01:36.8,01:35.7,01:34.8
7941,1009,822,131,77,2,01:36.8,01:36.4,01:35.0
7942,1009,20,6,5,3,01:36.8,01:36.3,01:35.1
7943,1009,8,6,7,4,01:37.0,01:36.7,01:35.4
7944,1009,817,9,3,5,01:37.1,01:37.0,01:35.4
7945,1009,830,9,33,6,01:37.2,01:36.1,01:35.6
7946,1009,154,210,8,7,01:37.6,01:36.7,01:36.2
7947,1009,844,15,16,8,01:37.1,01:36.6,01:36.2
7948,1009,839,10,31,9,01:36.9,01:36.8,01:36.5
7949,1009,807,4,27,10,01:37.6,01:36.6,01:36.5
7950,1009,832,4,55,11,01:37.8,01:37.0,\N
7951,1009,828,15,9,12,01:37.6,01:37.1,\N
7952,1009,825,210,20,13,01:37.9,01:37.3,\N
7953,1009,815,10,11,14,01:37.3,01:37.5,\N
7954,1009,4,1,14,15,01:37.9,01:37.7,\N
7955,1009,843,5,28,16,01:38.0,\N,\N
7956,1009,842,5,10,17,01:38.2,\N,\N
7957,1009,838,1,2,18,01:38.6,\N,\N
7958,1009,845,3,35,19,01:38.6,\N,\N
7959,1009,840,3,18,20,01:38.7,\N,\N
7960,1010,1,131,44,1,01:22.0,01:21.0,01:20.5
7961,1010,822,131,77,2,01:22.4,01:21.2,01:20.6
7962,1010,20,6,5,3,01:22.9,01:21.9,01:21.2
7963,1010,830,9,33,4,01:22.9,01:21.7,01:21.3
7964,1010,844,6,16,5,01:22.0,01:21.7,01:21.4
7965,1010,154,210,8,6,01:23.0,01:21.9,01:21.8
7966,1010,825,210,20,7,01:22.5,01:22.2,01:22.1
7967,1010,846,1,4,8,01:22.7,01:22.4,01:22.3
7968,1010,8,51,7,9,01:23.0,01:22.3,01:22.3
7969,1010,815,211,11,10,01:22.9,01:22.5,01:22.8
7970,1010,807,4,27,11,01:22.5,01:22.6,\N
7971,1010,817,4,3,12,01:22.9,01:22.6,\N
7972,1010,848,5,23,13,01:22.8,01:22.6,\N
7973,1010,841,51,99,14,01:22.4,01:22.7,\N
7974,1010,826,5,26,15,01:22.5,01:22.8,\N
7975,1010,840,211,18,16,01:23.0,\N,\N
7976,1010,842,9,10,17,01:23.0,\N,\N
7977,1010,832,1,55,18,01:23.1,\N,\N
7978,1010,847,3,63,19,01:24.4,\N,\N
7979,1010,9,3,88,20,01:26.1,\N,\N
7980,1011,844,6,16,1,01:28.5,01:28.0,01:27.9
7981,1011,20,6,5,2,01:28.7,01:28.4,01:28.2
7982,1011,1,131,44,3,01:29.3,01:28.6,01:28.2
7983,1011,822,131,77,4,01:29.5,01:28.8,01:28.3
7984,1011,830,9,33,5,01:29.6,01:29.1,01:28.8
7985,1011,825,210,20,6,01:29.5,01:29.0,01:28.8
7986,1011,832,1,55,7,01:29.5,01:29.1,01:28.8
7987,1011,154,210,8,8,01:29.7,01:29.2,01:29.0
7988,1011,8,51,7,9,01:30.0,01:29.5,01:29.0
7989,1011,846,1,4,10,01:29.4,01:29.3,01:29.0
7990,1011,817,4,3,11,01:29.9,01:29.5,\N
7991,1011,848,5,23,12,01:29.5,01:29.5,\N
7992,1011,842,9,10,13,01:29.9,01:29.5,\N
7993,1011,815,211,11,14,01:29.9,01:29.8,\N
7994,1011,826,5,26,15,01:29.9,01:29.9,\N
7995,1011,841,51,99,16,01:30.0,\N,\N
7996,1011,807,4,27,17,01:30.0,\N,\N
7997,1011,840,211,18,18,01:30.2,\N,\N
7998,1011,847,3,63,19,01:31.8,\N,\N
7999,1011,9,3,88,20,01:31.8,\N,\N
8000,1012,822,131,77,1,01:32.7,01:31.7,01:31.5
8001,1012,1,131,44,2,01:33.1,01:31.6,01:31.6
8002,1012,20,6,5,3,01:33.6,01:32.2,01:31.8
8003,1012,844,6,16,4,01:32.7,01:32.3,01:31.9
8004,1012,830,9,33,5,01:33.3,01:32.4,01:32.1
8005,1012,842,9,10,6,01:33.9,01:32.9,01:32.9
8006,1012,817,4,3,7,01:33.7,01:33.2,01:33.0
8007,1012,807,4,27,8,01:33.6,01:34.0,01:33.0
8008,1012,825,210,20,9,01:34.0,01:33.1,
8009,1012,154,210,8,10,01:33.8,01:33.2,
8010,1012,826,5,26,11,01:33.8,01:33.2,
8011,1012,815,211,11,12,01:34.0,01:33.3,
8012,1012,8,51,7,13,01:34.1,01:33.4,
8013,1012,832,1,55,14,01:33.7,01:33.5,
8014,1012,846,1,4,15,01:34.1,01:34.0,
8015,1012,840,211,18,16,01:34.3,,
8016,1012,847,3,63,17,01:35.3,,
8017,1012,9,3,88,18,01:35.3,,
8018,1013,822,131,77,1,01:42.0,01:41.5,01:40.5
8019,1013,1,131,44,2,01:41.6,01:41.6,01:40.6
8020,1013,20,6,5,3,01:42.0,01:41.9,01:40.8
8021,1013,830,9,33,4,01:41.7,01:41.4,01:41.1
8022,1013,815,211,11,5,01:42.2,01:41.9,01:41.6
8023,1013,826,5,26,6,01:42.3,01:42.2,01:41.7
8024,1013,846,1,4,7,01:42.4,01:42.1,01:41.9
8025,1013,841,51,99,8,01:42.1,01:42.4,01:42.4
8026,1013,844,6,16,9,01:41.4,01:42.0,
8027,1013,832,1,55,10,01:41.9,01:42.4,
8028,1013,817,4,3,11,01:42.5,01:42.5,
8029,1013,848,5,23,12,01:42.2,01:42.5,
8030,1013,825,210,20,13,01:42.4,01:42.7,
8031,1013,840,211,18,14,01:42.6,,
8032,1013,154,210,8,15,01:43.4,,
8033,1013,807,4,27,16,01:43.4,,
8034,1013,847,3,63,17,01:45.1,,
8035,1013,9,3,88,18,01:45.5,,
8036,1013,8,51,7,19,,,
8037,1013,842,9,10,20,,,
8038,1014,822,131,77,1,01:17.0,01:15.9,01:15.4
8039,1014,1,131,44,2,01:17.3,01:16.0,01:16.0
8040,1014,20,6,5,3,01:17.4,01:16.7,01:16.3
8041,1014,830,9,33,4,01:17.2,01:16.7,01:16.4
8042,1014,844,6,16,5,01:17.4,01:16.7,01:16.6
8043,1014,842,9,10,6,01:17.9,01:16.9,01:16.7
8044,1014,154,210,8,7,01:18.0,01:17.1,01:16.9
8045,1014,825,210,20,8,01:17.7,01:17.3,01:16.9
8046,1014,826,5,26,9,01:17.9,01:17.2,01:17.6
8047,1014,817,4,3,10,01:18.4,01:17.3,01:18.1
8048,1014,846,1,4,11,01:17.6,01:17.3,\N
8049,1014,848,5,23,12,01:17.8,01:17.4,\N
8050,1014,832,1,55,13,01:17.8,01:17.6,\N
8051,1014,8,51,7,14,01:18.1,01:17.8,\N
8052,1014,815,211,11,15,01:18.3,01:17.9,\N
8053,1014,807,4,27,16,01:18.4,\N,\N
8054,1014,840,211,18,17,01:18.5,\N,\N
8055,1014,841,51,99,18,01:18.7,\N,\N
8056,1014,847,3,63,19,01:19.1,\N,\N
8057,1014,9,3,88,20,01:20.3,\N,\N
8058,1015,1,131,44,1,01:11.5,01:10.8,01:10.2
8059,1015,822,131,77,2,01:11.6,01:10.7,01:10.3
8060,1015,830,9,33,3,01:11.6,01:10.6,01:10.6
8061,1015,20,6,5,4,01:11.4,01:11.2,01:10.9
8062,1015,842,9,10,5,01:11.7,01:11.5,01:11.0
8063,1015,825,210,20,6,01:11.9,01:11.4,01:11.1
8064,1015,817,4,3,7,01:11.8,01:11.5,01:11.2
8065,1015,826,5,26,8,01:11.6,01:11.4,01:11.3
8066,1015,832,1,55,9,01:11.9,01:11.6,01:11.4
8067,1015,848,5,23,10,01:12.0,01:11.4,01:11.7
8068,1015,807,4,27,11,01:12.1,01:11.7,\N
8069,1015,846,1,4,12,01:11.8,01:11.7,\N
8070,1015,154,210,8,13,01:11.8,01:12.0,\N
8071,1015,8,51,7,14,01:12.0,01:12.1,\N
8072,1015,841,51,99,15,01:12.0,01:12.2,\N
8073,1015,844,6,16,16,01:12.1,\N,\N
8074,1015,815,211,11,17,01:12.2,\N,\N
8075,1015,840,211,18,18,01:12.8,\N,\N
8076,1015,847,3,63,19,01:13.5,\N,\N
8077,1015,9,3,88,20,01:13.8,\N,\N
8078,1016,20,6,5,1,01:11.2,01:11.1,01:10.2
8079,1016,1,131,44,2,01:11.5,01:11.0,01:10.4
8080,1016,844,6,16,3,01:11.2,01:11.2,01:10.9
8081,1016,817,4,3,4,01:11.8,01:11.5,01:11.1
8082,1016,842,9,10,5,01:12.0,01:11.2,01:11.1
8083,1016,822,131,77,6,01:11.2,01:11.1,01:11.1
8084,1016,807,4,27,7,01:11.7,01:11.6,01:11.3
8085,1016,846,1,4,8,01:11.8,01:11.7,01:11.9
8086,1016,832,1,55,9,01:11.8,01:11.6,01:14.0
8087,1016,825,210,20,10,01:12.1,01:11.8,\N
8088,1016,830,9,33,11,01:11.6,01:11.8,\N
8089,1016,826,5,26,12,01:12.0,01:11.9,\N
8090,1016,841,51,99,13,01:12.1,01:12.1,\N
8091,1016,848,5,23,14,01:12.0,01:12.2,\N
8092,1016,154,210,8,15,01:12.1,\N,\N
8093,1016,815,211,11,16,01:12.2,\N,\N
8094,1016,8,51,7,17,01:12.2,\N,\N
8095,1016,840,211,18,18,01:12.3,\N,\N
8096,1016,847,3,63,19,01:13.6,\N,\N
8097,1016,9,3,88,20,01:14.4,\N,\N
